Category	level	distribution_channel	period	dt	manufacturer	brand	BBSKU	NAMESKU	ean	segment	format	tar_rmce	vol	val	rcnt	qty	shvol	shval	shrcnt	shqty	dntot	dn	dnvol	dnval	dwqty	dwvaltot	shsvol	shsval	avp	avpjm	avtvol	avtval	avtqty	avsvol	avsval	avsrcnt	avsqty	avgsku
drive	4	Retail	3	04/09/2025	Rosales PLC	floor	BB2904	himself	8867925298583	house	human	0.48	953.02	490.17	74	137	25.58	83.26	49	166	2747.57	113.36	347.55	262.54	303	599.17	58.7	91.28	99.57	45.16	24.51	714.37	467	27.15	88.46	85	72	27
tree	2	Online	1	04/10/2025	Wong-Harrell	meet	BB2760	relate	1534332491353	moment	machine	0.46	905.04	845.81	14	46	41.66	84.26	43	341	3637.06	319.1	333.62	137.15	436	931.58	93.71	94.43	80.12	24.29	687.5	753.42	293	51.78	50.94	100	300	460
over	2	Retail	2	04/07/2025	Escobar, Larsen and Singleton	stay	BB8335	red	615814888104	likely	our	0.96	733.65	542.13	81	301	96.49	92.85	33	16	4261.28	427.19	485.55	464.76	458	267.44	53.98	16.91	12.9	94.73	884.61	526.73	378	92.78	57.54	57	498	520
necessary	3	Online	1	04/10/2025	Sanchez Ltd	cover	BB3372	amount	9484131284033	drive	either	0.17	813.75	266.91	6	215	47.96	47.85	6	425	4370.37	422.64	196.32	51.71	305	409.2	76.7	67.13	93.48	51.58	504.69	818.97	139	79.35	60.39	55	287	926
pay	5	Retail	8	04/08/2025	Woods, Garcia and Keith	approach	BB5137	but	7173189397490	act	party	0.58	999.06	930.91	62	341	63.9	27.45	38	182	1917.35	67.78	453.31	53.33	298	429.29	36.11	5.36	90.06	64.59	185.26	291.28	458	81.04	55.77	29	171	741
law	4	Online	2	04/10/2025	Cortez Group	star	BB3997	a	4694725878448	everything	trip	0.58	860.4	662.04	83	204	18.99	64.36	39	475	2686.53	323.43	419.19	194.39	280	256.17	27.22	61.57	3.54	45.85	319.27	74.11	6	16.14	34.46	50	73	164
night	3	Wholesale	4	04/07/2025	Peterson Ltd	option	BB8471	something	2705877221647	between	wish	0.28	551.24	10.34	74	492	79.15	22.98	35	205	3130.81	255.89	310.9	441.36	71	985.16	40.12	15.98	98.76	53.19	605.92	77.47	12	62.7	7.28	39	38	220
training	1	Wholesale	12	04/07/2025	Peterson-Mcdaniel	test	BB2313	different	4845871493928	game	close	0.36	757.94	603.69	21	421	87.44	71.76	7	120	1853.38	362.66	448.28	177.45	128	53.35	26.2	56.07	10.35	33.91	831.76	31.71	85	36.67	95.66	97	155	508
dark	2	Online	2	04/08/2025	Floyd-Phelps	poor	BB2587	ready	9643474524552	themselves	skill	0.1	324.7	41.25	25	357	29.63	3.8	37	214	2608.26	40.96	380.25	247.28	467	932.04	7.47	52.06	70.32	59.86	577.5	551.15	22	55.12	95.69	94	2	888
forward	4	Online	9	04/10/2025	Parker-Elliott	sound	BB6060	issue	5274033445052	late	street	0.1	88.82	278.16	67	435	99.53	78.94	21	319	1738.83	203.31	194.5	139.86	217	620.3	54.3	80.67	25.65	97.55	401.87	622.36	226	31.85	51.17	73	160	706
idea	1	Online	6	04/11/2025	Grant-Stevenson	subject	BB3987	total	4113257970678	enjoy	far	0.26	320.42	663.31	15	64	61.76	72.52	44	93	1234.35	346.85	244.1	187.04	357	929.46	89.03	5.4	12.23	47.97	428.26	730.92	117	83.42	54.24	99	285	827
policy	4	Retail	7	04/11/2025	Brooks, Garcia and Bowman	fact	BB8574	bring	7215622949382	behavior	left	0.25	976.11	651.14	13	264	58.35	33.44	39	29	2515.93	13.76	22.14	331.47	294	308.12	14.45	53.5	58.46	18.71	300.38	382.57	193	68.56	28.12	95	442	571
else	5	Online	7	04/07/2025	Armstrong-Farmer	ever	BB8840	challenge	1557325737559	decide	research	0.41	333.61	441.45	21	8	82.2	93.21	21	217	4460.71	250.11	227.12	273.38	15	575.5	78.47	31.54	32.57	22.85	783.45	807.21	15	43.09	25.01	48	133	819
score	4	Online	3	04/09/2025	Scott-Adkins	agency	BB2166	individual	7080850960856	street	nothing	0.77	343.14	296.3	14	204	63.63	60.76	23	118	4701.41	14.49	466.64	218.49	439	194.87	18.32	30.12	96.36	80.02	433.9	882.54	356	66.01	31.75	18	392	324
million	5	Retail	7	04/10/2025	Andrews-Walters	simple	BB1918	statement	1828197931643	make	live	0.1	185.11	712.05	13	48	37.88	97.27	33	418	4826.18	271.37	263.36	200.24	31	16.06	90.54	54.15	11.73	59.29	982.16	486.39	254	99.17	13.66	11	89	592
visit	5	Online	8	04/10/2025	Hernandez, Rivera and White	parent	BB5786	visit	694096003566	city	event	0.93	280.47	143.56	92	210	79.46	85.42	41	416	2699.95	82.16	64.34	90.67	105	533.47	23.65	76.21	48.39	23.57	352.26	592.85	198	86.77	53.7	60	284	359
total	2	Online	5	04/10/2025	Silva LLC	no	BB7395	walk	9232342108903	state	care	0.17	136.64	675.03	89	385	24.02	33.11	17	186	4187.66	490.17	141.49	25.4	484	434.94	31.24	37.38	65.57	34.52	154.19	204.84	451	8.59	14.85	25	79	958
now	4	Online	9	04/08/2025	Blevins-Murphy	forward	BB3334	common	6433502716072	trip	six	0.77	733.66	496.34	80	376	81.74	9.4	29	462	4094.21	384.44	129.02	153.8	329	681.73	17.47	17.8	19.97	83.43	543.51	688.23	420	8.2	48.0	92	7	671
too	5	Retail	2	04/07/2025	Clark, Williams and Gonzales	decide	BB3691	better	2898123179554	just	cut	0.78	962.69	828.43	33	169	71.76	20.24	25	312	4977.32	489.64	169.25	277.21	425	153.38	62.79	23.71	84.93	88.23	21.7	859.26	442	70.3	63.8	14	264	71
develop	4	Online	8	04/07/2025	Marsh LLC	mean	BB4817	admit	666155416433	science	become	0.29	905.95	844.13	45	89	28.61	26.18	43	490	2437.86	138.32	36.21	270.55	420	539.73	36.8	7.53	60.67	22.53	707.53	556.95	8	64.54	65.44	93	343	329
rather	2	Wholesale	10	04/07/2025	Patrick, Liu and Smith	face	BB5023	cost	9028227009348	hot	prepare	0.15	461.93	507.32	85	131	87.54	73.8	40	291	3317.12	494.2	268.57	390.44	454	887.86	69.37	7.03	99.33	32.14	582.99	141.52	246	11.36	84.13	88	71	260
join	4	Retail	1	04/10/2025	Barnes and Sons	would	BB8225	until	1207346549500	step	agree	0.86	986.63	545.04	49	364	26.01	27.51	14	426	3226.99	120.93	230.27	265.52	122	572.33	11.22	97.6	98.55	66.29	504.97	397.98	419	16.55	88.27	27	89	530
glass	5	Retail	12	04/11/2025	Oneal Inc	simple	BB2608	huge	9822105316111	maybe	majority	0.56	219.97	154.25	6	418	12.58	19.33	12	456	1008.45	40.89	265.79	236.04	195	123.47	91.09	51.28	63.51	67.48	562.53	804.02	247	71.77	13.05	71	43	838
just	3	Retail	6	04/10/2025	Alexander, Vincent and Pacheco	a	BB4774	career	5859177932387	carry	support	0.8	295.88	918.1	31	460	55.75	92.93	42	125	3564.61	51.68	260.06	33.21	248	283.6	78.52	76.88	55.48	14.69	321.71	414.58	302	32.32	67.95	13	18	4
year	2	Wholesale	1	04/11/2025	Perez Inc	six	BB1649	book	3342457988942	soon	we	0.84	410.23	190.56	48	419	81.74	94.4	48	302	2516.76	418.7	172.39	452.44	24	441.55	97.27	67.18	42.79	10.11	22.91	650.83	470	37.73	86.88	91	47	721
catch	2	Online	1	04/07/2025	Henderson-Stanley	particularly	BB0603	court	203265097758	cup	production	0.54	109.57	617.98	76	138	77.47	47.47	34	315	1060.18	388.77	382.5	220.65	281	210.28	55.84	38.41	72.84	56.9	411.2	394.53	236	78.71	53.27	70	222	572
true	5	Wholesale	11	04/10/2025	Sullivan, Haney and Chavez	everyone	BB8714	reality	8552457871587	everyone	at	0.12	533.85	685.31	83	249	78.38	8.19	2	190	4211.4	220.09	187.88	423.51	292	459.93	38.33	69.63	24.44	3.21	96.11	437.3	360	76.64	36.49	81	268	592
station	5	Retail	7	04/09/2025	Simmons-Johnson	of	BB2137	themselves	1184254768189	court	information	0.3	87.87	856.23	98	484	98.06	57.59	9	482	1291.36	235.88	174.45	164.03	491	126.6	49.18	29.79	9.93	75.05	493.39	391.25	95	78.62	10.56	87	409	855
ten	5	Retail	5	04/07/2025	Lee, Larsen and Walker	adult	BB3589	state	2988085838252	cold	black	0.61	596.3	940.57	56	137	18.53	14.95	31	172	3048.91	46.48	36.16	356.5	468	885.04	72.38	37.28	91.71	11.42	558.02	684.21	191	49.12	83.67	41	223	799
response	5	Retail	1	04/10/2025	Reid PLC	draw	BB2896	toward	3406468677520	set	writer	0.14	846.12	373.5	1	364	57.88	93.87	4	33	3528.47	117.58	355.02	177.66	141	951.13	46.48	21.92	14.47	84.91	475.3	185.85	84	92.03	61.49	93	454	807
first	3	Retail	1	04/07/2025	Jones Ltd	only	BB4399	audience	622723626697	daughter	energy	0.49	655.43	913.29	67	94	16.93	26.92	29	124	1360.36	496.91	45.52	471.38	278	924.95	79.69	37.94	48.67	6.83	357.92	566.83	358	75.55	6.84	15	295	381
they	1	Wholesale	3	04/10/2025	Jones-Richmond	fact	BB2619	you	2372450184813	sport	production	0.89	118.12	818.12	12	162	19.41	9.01	3	381	2450.91	474.03	432.48	225.89	421	573.82	20.76	4.25	8.02	43.59	320.77	24.56	490	48.9	90.7	84	45	899
piece	5	Wholesale	5	04/07/2025	Hall-Gonzales	term	BB1897	class	1540641769274	son	film	0.71	702.14	234.73	83	73	79.95	52.67	27	304	3221.33	114.54	430.16	178.86	305	264.52	95.7	76.83	41.93	73.54	959.74	795.1	264	92.64	97.76	26	413	319
down	5	Retail	4	04/09/2025	Garcia, Bright and Morrison	place	BB5376	know	144485645100	blood	sell	0.04	338.97	162.19	100	288	66.73	40.92	44	94	1274.88	447.28	114.53	442.01	405	731.09	44.35	52.88	88.25	24.95	872.64	159.87	272	6.99	86.34	70	223	40
sure	4	Online	4	04/11/2025	Sanchez-Simpson	perhaps	BB6417	option	9969860919192	beyond	buy	0.55	989.83	996.49	39	477	54.65	20.33	20	496	1707.51	402.1	197.49	490.88	465	634.32	85.13	41.18	14.65	5.7	340.65	451.06	228	92.77	70.76	51	185	460
south	5	Online	6	04/11/2025	Ward Ltd	security	BB9660	hand	7798066039203	professor	young	0.36	403.1	213.93	24	374	82.64	59.81	35	480	2333.23	385.17	62.5	251.76	359	316.38	3.73	99.02	11.07	24.12	951.53	996.81	237	78.11	94.2	13	308	704
get	1	Retail	6	04/11/2025	Carter Group	suffer	BB0745	tell	5534705742385	spend	treat	0.7	450.73	395.17	88	360	18.54	63.75	26	368	3483.93	460.49	164.41	460.76	138	701.65	9.23	18.54	1.06	9.19	143.88	443.36	161	78.71	90.11	46	447	986
officer	1	Retail	3	04/07/2025	Morris, Morales and Bailey	team	BB2715	he	9835411659728	something	idea	0.76	702.64	60.27	41	57	34.39	86.42	12	465	4514.03	483.64	330.79	346.33	133	445.75	89.17	34.64	44.37	5.34	836.41	108.89	227	70.71	84.61	60	305	564
degree	1	Online	12	04/08/2025	Chase-Washington	green	BB7522	future	139488488267	present	safe	0.67	647.47	914.32	86	385	83.09	5.77	26	148	4829.57	314.8	485.22	388.7	7	211.23	89.83	12.73	28.47	13.48	41.12	222.37	24	51.14	70.17	98	146	66
bag	1	Wholesale	5	04/08/2025	Davis Ltd	piece	BB6425	no	5626149915378	that	amount	0.91	955.86	990.58	44	451	61.92	89.3	35	184	2384.43	377.52	455.56	346.15	175	155.04	36.77	8.0	6.87	96.41	573.7	581.83	330	2.9	57.55	71	31	76
else	5	Online	12	04/11/2025	Moore, Haney and Johnson	door	BB3337	raise	3204309776889	out	dark	0.48	53.65	698.5	31	246	50.59	69.74	9	367	4559.05	116.72	104.98	425.66	158	585.24	96.35	38.12	23.28	1.28	495.87	383.21	435	84.8	34.08	2	112	165
itself	3	Retail	2	04/10/2025	Abbott PLC	instead	BB9645	suggest	4655358512536	stuff	nothing	0.21	385.69	262.55	51	95	29.3	46.48	17	95	3328.45	317.59	334.13	290.61	399	157.96	79.14	31.46	85.75	7.9	739.86	41.63	21	64.67	89.34	87	24	365
particular	2	Retail	11	04/08/2025	Davis PLC	section	BB7851	surface	9358374907977	modern	perhaps	0.56	419.86	260.74	2	78	88.75	12.55	25	202	2776.29	399.34	311.97	13.18	459	681.55	95.81	92.43	46.2	75.67	996.06	560.92	279	45.66	85.86	24	45	176
least	5	Wholesale	10	04/07/2025	Benton and Sons	age	BB8780	war	5721514940976	lawyer	sea	0.31	401.29	238.64	31	215	67.43	88.35	1	453	3776.86	234.21	183.32	101.4	131	467.32	46.87	3.44	59.99	1.11	450.47	99.93	177	84.34	23.34	97	282	7
south	2	Retail	7	04/08/2025	Andersen and Sons	recently	BB7484	give	3986289509052	people	call	0.1	797.31	728.3	22	35	35.9	91.13	8	268	3291.4	249.53	12.1	189.36	49	439.4	77.51	50.81	21.93	37.77	554.74	90.74	302	88.19	57.33	60	354	997
stage	4	Retail	12	04/10/2025	Austin PLC	job	BB2339	staff	2207151169664	I	same	0.38	521.6	711.74	97	396	34.63	24.4	35	392	4233.18	305.9	115.81	278.27	193	612.57	16.3	90.95	48.48	18.07	513.97	338.38	452	31.79	6.29	13	264	142
matter	2	Wholesale	8	04/11/2025	Boone and Sons	big	BB4526	until	4712463351570	society	between	0.0	185.86	221.61	38	275	13.62	92.74	15	70	3649.94	86.19	133.46	145.94	250	987.53	65.83	73.38	92.53	86.17	750.29	75.38	499	95.4	36.63	78	364	201
need	1	Wholesale	3	04/07/2025	Smith-Obrien	onto	BB0512	ability	8005640995121	current	provide	0.13	637.7	978.89	36	480	71.73	15.78	9	67	3867.76	254.03	426.74	72.32	449	112.2	37.92	20.2	89.95	76.17	508.3	423.75	454	5.66	26.09	26	2	699
pressure	1	Online	12	04/09/2025	White-Robinson	hair	BB1295	painting	2728270908144	worry	film	0.23	829.9	462.35	46	204	90.41	10.5	35	115	1528.08	44.81	21.23	89.33	307	98.76	68.58	81.48	97.85	8.33	305.55	866.54	21	86.2	16.75	96	490	544
box	2	Retail	1	04/09/2025	Vega-Lawrence	computer	BB1739	clear	9578671815359	chance	education	0.25	965.71	545.8	36	35	62.39	39.8	10	291	1324.64	435.63	470.05	215.7	8	506.08	37.32	56.16	37.49	84.28	843.02	908.34	236	95.45	87.82	6	197	240
television	4	Retail	2	04/08/2025	Lopez-Powell	help	BB0791	thus	8158998868347	full	central	0.51	399.78	368.05	39	298	29.41	76.54	17	154	3624.11	226.08	221.43	490.05	351	313.11	77.25	72.01	57.19	35.04	309.28	608.47	86	45.91	13.82	22	198	138
line	4	Retail	2	04/11/2025	Carter Ltd	last	BB6661	military	715879647408	news	theory	0.97	263.17	787.97	86	71	92.04	74.15	42	285	3781.71	140.61	84.14	342.8	436	518.11	88.74	4.89	73.76	94.97	598.18	690.37	51	74.25	93.1	19	328	246
analysis	3	Wholesale	2	04/07/2025	Arroyo LLC	wait	BB9982	put	5080046358063	single	movie	0.57	386.46	228.4	72	174	80.69	88.85	47	495	4849.62	148.05	235.86	479.42	456	371.98	6.7	53.63	23.27	26.81	210.28	817.08	415	69.26	8.68	91	428	375
need	5	Online	7	04/08/2025	Hicks Ltd	say	BB0317	cultural	3513739900635	we	risk	0.37	721.58	376.1	60	399	73.05	91.7	37	346	2074.25	172.1	232.23	297.54	459	723.35	99.05	72.45	94.33	91.7	342.15	207.37	496	24.75	37.7	61	439	278
but	4	Online	12	04/11/2025	Smith-Allen	teach	BB5263	hot	6022939469431	yard	unit	0.78	388.48	808.82	56	107	90.69	13.52	12	176	2142.2	20.84	351.89	13.88	171	926.04	93.75	91.79	31.33	9.67	348.27	762.81	306	15.12	78.87	48	295	391
ready	4	Online	8	04/09/2025	Mcintyre, Ortiz and Smith	than	BB6643	technology	7490607231113	cold	week	0.11	923.41	23.41	36	70	24.72	77.92	38	61	2062.78	198.55	467.23	150.1	342	954.12	65.42	58.77	25.53	89.83	941.55	818.41	155	77.9	88.73	28	368	830
strong	1	Online	10	04/09/2025	Jones-Herrera	computer	BB4648	few	4941163187329	national	also	0.22	772.62	233.75	88	463	2.79	53.88	44	375	1487.93	470.67	412.76	460.68	73	932.6	8.86	73.26	45.22	91.7	561.41	325.15	108	36.91	96.98	36	379	918
manager	2	Online	9	04/08/2025	Rodriguez-Perez	these	BB6211	effort	6957279083354	animal	outside	0.26	845.7	653.98	87	256	5.81	50.22	42	495	1654.4	327.57	409.78	22.4	271	416.81	34.8	74.46	15.61	90.59	468.17	140.74	221	40.63	33.07	25	100	480
address	1	Retail	5	04/10/2025	Peterson LLC	will	BB2573	week	662481323575	ago	try	0.65	56.17	765.56	90	183	81.71	81.55	35	33	1098.35	468.66	169.49	264.38	24	46.0	92.16	48.9	68.56	73.22	75.06	194.45	238	66.59	94.59	16	218	28
let	5	Online	4	04/08/2025	Bridges PLC	newspaper	BB4822	officer	5011688092558	American	character	0.69	132.18	919.29	98	204	53.38	63.13	6	254	4973.82	455.13	107.25	107.08	319	352.4	71.21	52.29	39.69	90.74	36.52	648.43	295	72.9	85.74	32	177	131
week	3	Wholesale	6	04/10/2025	Sutton Inc	I	BB0906	specific	9130981079649	rich	power	0.91	156.88	159.27	89	395	81.65	23.46	40	98	4574.49	305.66	95.41	150.79	437	478.94	69.66	89.55	83.33	78.4	233.25	234.37	219	9.62	35.65	5	241	407
impact	1	Retail	9	04/08/2025	Kent-Young	military	BB9457	measure	2785324264250	sister	against	0.05	195.56	611.06	16	392	51.06	16.68	13	196	1154.3	16.94	71.09	204.25	182	648.36	95.26	98.07	23.0	96.31	680.99	635.8	94	70.9	96.4	64	342	813
lay	4	Wholesale	5	04/11/2025	Thomas-Stevens	see	BB8362	though	5366677767550	gas	reduce	0.86	781.56	483.69	42	227	75.62	13.97	14	497	4856.69	491.25	491.41	79.4	83	920.45	51.33	63.84	75.68	29.91	997.17	352.65	344	85.95	57.04	92	418	681
inside	2	Retail	12	04/11/2025	Cummings and Sons	else	BB3393	yourself	9578654362719	occur	reach	0.41	383.26	822.84	80	173	21.9	65.95	25	125	4332.46	321.36	363.81	433.6	126	76.0	65.13	53.63	27.88	68.68	496.86	113.5	121	1.62	67.23	30	439	573
local	3	Retail	11	04/11/2025	Conway-Sosa	true	BB9603	director	5826862703690	region	consider	0.32	23.42	663.39	29	397	39.15	40.73	4	261	4138.18	335.35	122.33	415.8	243	660.28	39.23	32.07	28.41	48.14	367.92	258.91	38	80.13	93.74	85	35	378
explain	1	Online	12	04/09/2025	Becker, Hammond and Davidson	paper	BB3265	management	3275998011100	across	wife	0.07	570.56	919.13	44	169	43.4	2.67	43	47	3304.93	194.23	492.54	299.56	231	551.65	36.42	19.3	48.24	1.05	145.72	261.08	223	97.66	67.0	10	319	888
training	4	Retail	3	04/10/2025	Rivera Inc	form	BB5323	food	1595977524417	suffer	or	0.15	82.56	209.77	32	385	71.93	90.69	40	207	2851.03	287.6	232.41	27.8	489	527.99	22.35	17.33	49.56	48.9	89.1	605.92	395	19.35	44.35	50	346	783
collection	1	Online	6	04/07/2025	Martin Inc	no	BB9628	old	7431271026766	me	conference	0.96	539.42	480.4	70	216	35.89	84.23	14	482	3523.86	290.12	458.76	349.55	104	124.14	10.08	77.23	33.55	19.65	954.27	675.39	403	58.24	34.15	30	64	149
speak	1	Retail	2	04/08/2025	Willis LLC	word	BB7992	line	795515122940	research	indeed	0.07	843.74	776.85	63	414	38.44	99.33	37	328	2824.38	461.61	245.17	358.37	1	148.88	96.85	46.96	31.31	54.93	764.89	501.45	153	57.67	59.72	40	454	964
whom	1	Online	4	04/07/2025	Rodriguez Ltd	debate	BB5415	player	7099625438483	well	whole	0.89	432.36	990.7	33	440	33.73	3.28	16	181	2258.94	118.09	107.6	298.54	198	975.3	56.94	62.03	96.33	44.7	118.81	638.64	333	36.45	57.36	49	115	329
agent	2	Retail	12	04/10/2025	Flores-Jackson	range	BB3447	lead	5047158029090	after	five	0.59	721.83	187.45	45	57	16.99	16.95	27	346	1825.48	156.86	493.85	428.13	315	297.08	52.93	85.14	84.21	76.58	615.61	355.19	145	41.98	44.03	39	498	339
husband	3	Online	12	04/11/2025	Conway Group	important	BB0465	hit	8665254837448	because	white	0.31	264.82	82.26	40	314	13.01	57.37	39	302	1978.35	307.66	418.55	472.93	133	283.03	45.64	23.42	88.21	87.83	271.16	530.57	347	83.84	70.26	22	75	230
listen	1	Wholesale	6	04/08/2025	Miller, Wade and Flores	Mr	BB1021	eight	1251293110054	truth	when	0.42	609.38	482.26	28	295	67.23	53.78	50	452	3089.54	430.49	142.11	132.1	54	967.66	99.77	76.26	45.11	7.06	181.6	861.82	390	5.29	33.36	67	179	198
prepare	3	Wholesale	12	04/09/2025	Moore Ltd	try	BB7519	campaign	231211063304	series	base	0.37	477.89	589.75	100	65	4.69	2.01	20	143	3266.74	425.65	196.94	41.4	371	614.83	57.09	82.47	15.0	73.99	362.21	145.0	59	21.2	86.51	43	440	403
impact	3	Wholesale	12	04/10/2025	Garrett-Lee	television	BB3792	manager	4907280123428	unit	occur	0.39	337.46	344.01	87	430	47.66	1.23	28	498	4224.66	462.12	308.65	472.75	134	708.76	55.7	19.73	69.88	40.26	229.07	81.75	479	54.66	37.73	27	152	912
parent	2	Retail	7	04/11/2025	Graves Ltd	sort	BB1325	something	3269496843646	thank	hair	0.93	743.45	43.15	32	100	31.69	29.98	17	209	1831.65	62.81	157.62	335.01	366	583.65	50.94	69.62	80.3	40.23	823.34	832.88	17	55.66	90.26	84	161	728
simply	2	Wholesale	5	04/10/2025	Schmidt Ltd	voice	BB4421	assume	1750961701599	spend	whom	0.75	959.67	161.46	84	46	65.02	97.26	29	456	2144.19	238.25	102.28	28.39	107	843.06	6.79	23.61	79.6	83.64	947.78	171.74	418	56.35	94.49	55	201	347
who	2	Online	6	04/09/2025	Wolfe-Jacobs	attorney	BB9457	help	7574758339208	rock	head	0.2	142.14	994.08	80	407	24.14	14.49	9	170	2605.09	495.84	115.61	440.13	118	31.75	20.53	41.42	44.66	73.67	131.63	901.89	402	46.17	93.35	2	225	877
it	4	Retail	8	04/09/2025	Hobbs-Nguyen	style	BB6777	claim	2660256265066	strong	television	0.61	753.39	322.04	96	30	18.18	64.53	14	29	1312.97	452.72	456.02	370.01	285	771.89	81.79	17.89	3.88	27.81	918.72	794.48	24	13.58	30.3	9	485	996
recently	5	Wholesale	1	04/09/2025	Hernandez and Sons	director	BB1067	citizen	4530762484337	message	policy	0.45	171.41	171.77	17	150	6.16	37.96	29	417	4514.7	212.66	417.35	333.67	280	467.94	77.84	11.06	91.82	64.58	694.07	327.9	134	41.98	62.61	77	480	883
shake	2	Online	1	04/08/2025	Reynolds-Valentine	collection	BB7051	audience	5794238736705	foot	program	0.36	546.21	541.45	57	79	79.07	47.45	10	174	3023.16	466.26	98.14	165.16	21	804.64	58.91	69.12	39.14	76.07	288.93	262.18	260	72.75	15.6	32	249	256
cold	2	Online	10	04/10/2025	Mccoy-Sutton	laugh	BB9192	next	4552597107564	employee	determine	0.79	108.73	93.69	7	62	53.56	96.64	3	121	3787.56	491.43	280.87	405.6	381	618.05	67.29	89.19	89.98	45.99	58.99	826.14	150	69.67	80.0	29	307	155
you	3	Retail	10	04/09/2025	Barker-Kent	weight	BB5748	grow	9532593993373	order	many	0.62	697.5	186.42	41	377	88.69	76.67	32	53	1690.65	79.63	251.19	200.03	131	257.28	56.2	19.0	3.12	85.86	158.16	121.86	91	38.31	32.73	34	303	901
voice	4	Retail	4	04/08/2025	Edwards Inc	if	BB2951	newspaper	7794176342509	matter	employee	0.69	818.29	210.33	38	151	30.9	87.84	2	157	3008.81	264.1	259.2	294.25	170	21.63	47.0	80.64	2.02	38.04	686.29	768.3	351	35.59	61.6	41	98	807
dog	4	Online	5	04/11/2025	Smith, Kelly and Oliver	or	BB2457	former	9833991403885	fear	energy	0.7	189.84	432.87	85	108	16.84	87.89	48	163	2656.46	141.32	231.65	254.02	164	796.84	16.84	36.51	16.21	42.42	886.96	355.8	43	15.03	60.85	4	335	378
street	5	Wholesale	3	04/07/2025	Henderson-Cardenas	activity	BB4432	fine	61572768293	life	son	0.59	125.86	329.35	99	211	22.62	16.01	21	162	4029.8	353.55	207.09	223.59	238	671.69	81.42	64.93	18.06	62.62	303.69	766.31	93	5.23	38.32	43	340	266
former	5	Wholesale	1	04/11/2025	Giles Group	fact	BB3974	commercial	9250105875251	theory	service	0.34	202.59	726.61	29	336	54.29	85.28	3	140	3295.59	427.32	119.98	429.21	33	820.73	9.29	85.2	10.34	83.05	784.29	378.39	152	51.62	91.26	15	365	382
how	5	Retail	7	04/09/2025	Johnson, Hamilton and Nguyen	could	BB5904	game	9908027112212	necessary	common	0.42	504.51	407.45	2	54	76.59	11.86	21	135	3225.09	38.66	161.56	159.74	69	838.8	67.7	5.22	39.44	57.43	507.45	933.11	227	64.19	48.56	41	267	336
yard	4	Wholesale	7	04/09/2025	Young, Fischer and Compton	ground	BB1651	mind	6808662813723	business	source	0.95	405.3	317.68	96	61	59.98	72.7	14	152	3634.02	64.78	79.05	465.78	415	153.38	8.44	19.12	31.26	7.33	291.48	615.62	273	22.48	97.29	37	376	498
which	5	Wholesale	12	04/09/2025	Perez-Brown	result	BB8003	measure	33228556608	Mrs	southern	0.09	864.07	452.05	98	209	59.22	59.81	40	143	3301.47	268.15	329.33	261.71	102	119.78	55.41	6.64	87.64	42.8	30.73	691.31	87	70.92	7.18	45	480	202
figure	2	Wholesale	6	04/10/2025	Johnson-Espinoza	join	BB8103	perform	339705195828	industry	difference	0.54	196.67	105.4	42	324	5.59	81.15	18	126	4545.18	450.58	279.42	10.94	182	557.62	17.02	42.38	81.22	17.92	780.57	769.63	32	6.9	40.41	90	222	168
civil	4	Online	4	04/08/2025	Smith, Burton and Dean	exactly	BB8586	collection	3945354614701	like	player	0.18	560.25	890.64	65	313	89.4	67.64	14	110	4258.23	209.68	376.02	257.77	326	122.9	63.48	54.69	81.32	82.89	408.47	403.67	54	25.54	55.66	100	56	1
